,0,1,2,3,4,5
646,Aisha Harris,Slate,US,The Look of Silence,Joshua Oppenheimer,2014
647,Aisha Harris,Slate,US,Fruitvale Station,Ryan Coogler,2013
648,Aisha Harris,Slate,US,Love &amp; Basketball,Gina Prince-Bythewood,2000
649,Aisha Harris,Slate,US,Brick,Rian Johnson,2005
650,Tina Hassannia,Freelance film critic,Canada,Stray Dogs,Tsai Ming-liang,2013
651,Tina Hassannia,Freelance film critic,Canada,A Separation,Asghar Farhadi,2011
652,Tina Hassannia,Freelance film critic,Canada,Margaret,Kenneth Lonergan,2011
653,Tina Hassannia,Freelance film critic,Canada,Ten,Abbas Kiarostami,2002
654,Tina Hassannia,Freelance film critic,Canada,35 Shots of Rum,Claire Denis,2008
655,Tina Hassannia,Freelance film critic,Canada,Closed Curtain,Jafar Panahi,2013
656,Tina Hassannia,Freelance film critic,Canada,Tangerine,Sean Baker,2015
657,Tina Hassannia,Freelance film critic,Canada,The Royal Tenenbaums,Wes Anderson,2001
658,Tina Hassannia,Freelance film critic,Canada,Spring Breakers,Harmony Korine,2012
659,Tina Hassannia,Freelance film critic,Canada,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010
660,Shiguehiko Hasumi,University of Tokyo,Japan,Notre musique,Jean-Luc Godard,2004
661,Shiguehiko Hasumi,University of Tokyo,Japan,Triple Agent,Éric Rohmer,2004
662,Shiguehiko Hasumi,University of Tokyo,Japan,The Assassin,Hou Hsiao-hsien,2015
663,Shiguehiko Hasumi,University of Tokyo,Japan,Gran Torino,Clint Eastwood,2008
664,Shiguehiko Hasumi,University of Tokyo,Japan,Horse Money,Pedro Costa,2014
665,Shiguehiko Hasumi,University of Tokyo,Japan,Fantastic Mr Fox,Wes Anderson,2012
666,Shiguehiko Hasumi,University of Tokyo,Japan,Holy Motors,Leos Carax,2012
667,Shiguehiko Hasumi,University of Tokyo,Japan,Death Proof – Grindhouse,Quentin Tarantino,2007
668,Shiguehiko Hasumi,University of Tokyo,Japan,Déjà Vu,Tony Scott,2006
669,Shiguehiko Hasumi,University of Tokyo,Japan,Seventh Code,Kiyoshi Kurosawa,2013
670,Katarina Hedrén,Freelance film critic,South Africa,Waiting for Happiness,Abderrahmane Sissako,2002
671,Katarina Hedrén,Freelance film critic,South Africa,The White Ribbon,Michael Haneke,2009
672,Katarina Hedrén,Freelance film critic,South Africa,Dreams of a Life,Carol Morley,2011
673,Katarina Hedrén,Freelance film critic,South Africa,Tey,Alain Gomis,2012
674,Katarina Hedrén,Freelance film critic,South Africa,The Gleaners and I,Agnès Varda,2000
675,Katarina Hedrén,Freelance film critic,South Africa,Lumumba,Raoul Peck,2000
676,Katarina Hedrén,Freelance film critic,South Africa,Hunger,Steve McQueen,2008
677,Katarina Hedrén,Freelance film critic,South Africa,Fruitvale Station,Ryan Coogler,2013
678,Katarina Hedrén,Freelance film critic,South Africa,"Eat, Sleep, Die",Gabriela Pichler,2012
679,Katarina Hedrén,Freelance film critic,South Africa,Middle of Nowhere,Ava DuVernay,2012
680,Jordan Hoffman,Freelance film critic,US,A Serious Man,Joel and Ethan Coen,2009
681,Jordan Hoffman,Freelance film critic,US,Inside Llewyn Davis,Joel and Ethan Coen,2013
682,Jordan Hoffman,Freelance film critic,US,Star Trek,J. J. Abrams,2009
683,Jordan Hoffman,Freelance film critic,US,Waking Life,Richard Linklater,2001
684,Jordan Hoffman,Freelance film critic,US,Ida,Paweł Pawlikowski,2013
685,Jordan Hoffman,Freelance film critic,US,Enter the Void,Gaspar Noé,2009
686,Jordan Hoffman,Freelance film critic,US,There Will Be Blood,Paul Thomas Anderson,2007
687,Jordan Hoffman,Freelance film critic,US,Of Gods and Men,Xavier Beauvois,2010
688,Jordan Hoffman,Freelance film critic,US,Into Great Silence,Philip Gröning,2005
689,Jordan Hoffman,Freelance film critic,US,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006
690,Michael Hogan,Vanity Fair,US,The Social Network,David Fincher,2010
691,Michael Hogan,Vanity Fair,US,Boyhood,Richard Linklater,2014
692,Michael Hogan,Vanity Fair,US,The Descendants,Alexander Payne,2011
693,Michael Hogan,Vanity Fair,US,Beasts of the Southern Wild,Benh Zeitlin,2012
694,Michael Hogan,Vanity Fair,US,No Country For Old Men,Joel and Ethan Coen,2007
695,Michael Hogan,Vanity Fair,US,Idiocracy,Mike Judge,2006
696,Michael Hogan,Vanity Fair,US,Bridesmaids,Paul Feig,2011
697,Michael Hogan,Vanity Fair,US,Spring Breakers,Harmony Korine,2012
698,Michael Hogan,Vanity Fair,US,American Psycho,Mary Harron,2000
699,Michael Hogan,Vanity Fair,US,The Dark Knight,Christopher Nolan,2008
700,Ann Hornaday,The Washington Post,US,Children of Men,Alfonso Cuarón,2006
701,Ann Hornaday,The Washington Post,US,There Will Be Blood,Paul Thomas Anderson,2007
702,Ann Hornaday,The Washington Post,US,The Hurt Locker,Kathryn Bigelow,2008
703,Ann Hornaday,The Washington Post,US,"4 Months, 3 Weeks &amp; 2 Days",Cristian Mungiu,2007
704,Ann Hornaday,The Washington Post,US,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
705,Ann Hornaday,The Washington Post,US,Boyhood,Richard Linklater,2014
706,Ann Hornaday,The Washington Post,US,Lost in Translation,Sofia Coppola,2003
707,Ann Hornaday,The Washington Post,US,Michael Clayton,Tony Gilroy,2007
708,Ann Hornaday,The Washington Post,US,You Can Count on Me Me,Kenneth Lonergan,2000
709,Ann Hornaday,The Washington Post,US,Finding Nemo,Andrew Stanton and Lee Unkrich,2003
710,Alexander Horwath,Austrian Film Museum,Austria,Wolff Von Amerongen: Did He Commit Bankruptcy Offences?,Gerhard Benedikt Friedl,2004
711,Alexander Horwath,Austrian Film Museum,Austria,The Master,Paul Thomas Anderson,2012
712,Alexander Horwath,Austrian Film Museum,Austria,Longing,Valeska Grisebach,2006
713,Alexander Horwath,Austrian Film Museum,Austria,I’m Not There,Todd Haynes,2007
714,Alexander Horwath,Austrian Film Museum,Austria,The External World,David O'Reilly,2010
715,Alexander Horwath,Austrian Film Museum,Austria,Secret Sunshine,Lee Chang-dong,2007
716,Alexander Horwath,Austrian Film Museum,Austria,Toni Erdmann,Maren Ade,2016
717,Alexander Horwath,Austrian Film Museum,Austria,Platform,Jia Zhangke,2000
718,Alexander Horwath,Austrian Film Museum,Austria,The Holy Girl,Lucrecia Martel,2004
719,Alexander Horwath,Austrian Film Museum,Austria,Mosaik mécanique,Norbert Pfaffenbichler,2008
720,Peter Howell,The Toronto Star,Canada,Boyhood,Richard Linklater,2014
721,Peter Howell,The Toronto Star,Canada,Holy Motors,Leos Carax,2012
722,Peter Howell,The Toronto Star,Canada,The Tree of Life,Terrence Malick,2011
723,Peter Howell,The Toronto Star,Canada,In the Mood for Love,Wong Kar-wai,2000
724,Peter Howell,The Toronto Star,Canada,Inside Llewyn Davis,Joel and Ethan Coen,2013
725,Peter Howell,The Toronto Star,Canada,Certified Copy,Abbas Kiarostami,2010
726,Peter Howell,The Toronto Star,Canada,Memento,Christopher Nolan,2000
727,Peter Howell,The Toronto Star,Canada,Y Tu Mamá También,Alfonso Cuarón,2001
728,Peter Howell,The Toronto Star,Canada,Mulholland Drive,David Lynch,2001
729,Peter Howell,The Toronto Star,Canada,A History of Violence,David Cronenberg,2005
730,Annette Insdorf,Columbia University,US,Good Night and Good Luck,George Clooney,2005
731,Annette Insdorf,Columbia University,US,Hugo,Martin Scorsese,2011
732,Annette Insdorf,Columbia University,US,Ida,Paweł Pawlikowski,2013
733,Annette Insdorf,Columbia University,US,A Separation,Asghar Farhadi,2011
734,Annette Insdorf,Columbia University,US,Amour,Michael Haneke,2012
735,Annette Insdorf,Columbia University,US,The Act of Killing,Joshua Oppenheimer,2012
736,Annette Insdorf,Columbia University,US,Quills,Philip Kaufman,2000
737,Annette Insdorf,Columbia University,US,The Sapphires,Wayne Blair,2012
738,Annette Insdorf,Columbia University,US,Where Do We Go Now?,Nadine Labaki,2011
739,Annette Insdorf,Columbia University,US,Ajami,Scandar Copti and Yaron Shani,2009
740,Aysha Iqbal,Indian Institute of Technology,India,The Dark Knight,Christopher Nolan,2008
741,Aysha Iqbal,Indian Institute of Technology,India,Inception,Christopher Nolan,2010
742,Aysha Iqbal,Indian Institute of Technology,India,Hero,Zhang Yimou,2002
743,Aysha Iqbal,Indian Institute of Technology,India,Inglourious Basterds,Quentin Tarantino,2009
744,Aysha Iqbal,Indian Institute of Technology,India,The Wolf of Wall Street,Martin Scorsese,2013
745,Aysha Iqbal,Indian Institute of Technology,India,Chakde! India,Shimit Amin,2007
746,Aysha Iqbal,Indian Institute of Technology,India,In the Mood for Love,Wong Kar-wai,2000
747,Aysha Iqbal,Indian Institute of Technology,India,No Country For Old Men,Joel and Ethan Coen,2007
748,Aysha Iqbal,Indian Institute of Technology,India,Maqbool,Vishal Bhardwaj,2003
749,Aysha Iqbal,Indian Institute of Technology,India,The Lives of Others,Florian Henckel von Donnersmarck,2006
750,Zhanna Issabayeva,Freelance film critic,Kazakhstan,The Pianist,Roman Polanski,2002
751,Zhanna Issabayeva,Freelance film critic,Kazakhstan,Only Lovers Left Alive,Jim Jarmusch,2013
752,Zhanna Issabayeva,Freelance film critic,Kazakhstan,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010
753,Zhanna Issabayeva,Freelance film critic,Kazakhstan,Leviathan,Andrey Zvyagintsev,2014
754,Zhanna Issabayeva,Freelance film critic,Kazakhstan,Amélie,Jean-Pierre Jeunet,2001
755,Zhanna Issabayeva,Freelance film critic,Kazakhstan,Avatar,James Cameron,2009
756,Zhanna Issabayeva,Freelance film critic,Kazakhstan,The Tree of Life,Terrence Malick,2011
757,Zhanna Issabayeva,Freelance film critic,Kazakhstan,A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014
758,Zhanna Issabayeva,Freelance film critic,Kazakhstan,Boyhood,Richard Linklater,2014
759,Zhanna Issabayeva,Freelance film critic,Kazakhstan,Coming Home,Zhang Yimou,2014
760,Larushka Ivan-Zadeh,Metro,UK,The Act of Killing,Joshua Oppenheimer,2012
761,Larushka Ivan-Zadeh,Metro,UK,Caché,Michael Haneke,2005
762,Larushka Ivan-Zadeh,Metro,UK,"Synecdoche, New York",Charlie Kaufman,2008
763,Larushka Ivan-Zadeh,Metro,UK,Spirited Away,Hayao Miyazaki,2001
764,Larushka Ivan-Zadeh,Metro,UK,WALL-E,Andrew Stanton,2008
765,Larushka Ivan-Zadeh,Metro,UK,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010
766,Larushka Ivan-Zadeh,Metro,UK,Lost in Translation,Sofia Coppola,2003
767,Larushka Ivan-Zadeh,Metro,UK,Talk to Her,Pedro Almodóvar,2002
768,Larushka Ivan-Zadeh,Metro,UK,The Wrestler,Darren Aronofsky,2008
769,Larushka Ivan-Zadeh,Metro,UK,Boyhood,Richard Linklater,2014
770,Nick James,Sight & Sound,UK,In the Mood for Love,Wong Kar-wai,2000
771,Nick James,Sight & Sound,UK,Caché,Michael Haneke,2005
772,Nick James,Sight & Sound,UK,Yi Yi: A One and a Two,Edward Yang,2000
773,Nick James,Sight & Sound,UK,Zero Dark Thirty,Kathryn Bigelow,2012
774,Nick James,Sight & Sound,UK,Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011
775,Nick James,Sight & Sound,UK,White Material,Claire Denis,2009
776,Nick James,Sight & Sound,UK,There Will Be Blood,Paul Thomas Anderson,2007
777,Nick James,Sight & Sound,UK,The Look of Silence,Joshua Oppenheimer,2014
778,Nick James,Sight & Sound,UK,The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011
779,Nick James,Sight & Sound,UK,The Great Beauty,Paolo Sorrentino,2013
780,David Jenkins,Little White Lies,UK,The Tree of Life,Terrence Malick,2011
781,David Jenkins,Little White Lies,UK,Eden,Mia Hansen-Løve,2014
782,David Jenkins,Little White Lies,UK,Punch-Drunk Love,Paul Thomas Anderson,2002
783,David Jenkins,Little White Lies,UK,Ghost World,Terry Zwigoff,2001
784,David Jenkins,Little White Lies,UK,Tabu,Miguel Gomes,2012
785,David Jenkins,Little White Lies,UK,Wendy and Lucy,Kelly Reichardt,2008
786,David Jenkins,Little White Lies,UK,The Headless Woman,Lucrecia Martel,2008
787,David Jenkins,Little White Lies,UK,Everyone Else,Maren Ade,2009
788,David Jenkins,Little White Lies,UK,Millennium Mambo,Hou Hsiao-hsien,2001
789,David Jenkins,Little White Lies,UK,In Vanda’s Room,Pedro Costa,2000
790,Kent Jones,Film Comment,US,The Master,Paul Thomas Anderson,2012
791,Kent Jones,Film Comment,US,The Tree of Life,Terrence Malick,2011
792,Kent Jones,Film Comment,US,Zodiac,David Fincher,2007
793,Kent Jones,Film Comment,US,Toni Erdmann,Maren Ade,2016
794,Kent Jones,Film Comment,US,There Will Be Blood,Paul Thomas Anderson,2007
795,Kent Jones,Film Comment,US,My Golden Days,Arnaud Desplechin,2015
796,Kent Jones,Film Comment,US,Carlos,Olivier Assayas,2010
797,Kent Jones,Film Comment,US,A Serious Man,Joel and Ethan Coen,2009
798,Kent Jones,Film Comment,US,Moonrise Kingdom,Wes Anderson,2012
799,Kent Jones,Film Comment,US,The Son,Jean-Pierre and Luc Dardenne,2002
800,Manuel Kalmanovitz,Revista Semana,Colombia,The Headless Woman,Lucrecia Martel,2008
801,Manuel Kalmanovitz,Revista Semana,Colombia,Spirited Away,Hayao Miyazaki,2001
802,Manuel Kalmanovitz,Revista Semana,Colombia,Mulholland Drive,David Lynch,2001
803,Manuel Kalmanovitz,Revista Semana,Colombia,Sumas y Restas,Víctor Gaviria,2004
804,Manuel Kalmanovitz,Revista Semana,Colombia,Inside Out,Pete Docter,2015
805,Manuel Kalmanovitz,Revista Semana,Colombia,The Gleaners and I,Agnès Varda,2000
806,Manuel Kalmanovitz,Revista Semana,Colombia,The Return,Andrey Zvyagintsev,2003
807,Manuel Kalmanovitz,Revista Semana,Colombia,Regular Lovers,Philippe Garrel,2005
808,Manuel Kalmanovitz,Revista Semana,Colombia,Under the Skin,Jonathan Glazer,2013
809,Manuel Kalmanovitz,Revista Semana,Colombia,The Days When I Do Not Exist,Jean-Charles Fitoussi,2002
810,Dominik Kamalzadeh,Der Standard,Austria,The Tree of Life,Terrence Malick,2011
811,Dominik Kamalzadeh,Der Standard,Austria,Holy Motors,Leos Carax,2012
812,Dominik Kamalzadeh,Der Standard,Austria,Tabu,Miguel Gomes,2012
813,Dominik Kamalzadeh,Der Standard,Austria,A History of Violence,David Cronenberg,2005
814,Dominik Kamalzadeh,Der Standard,Austria,Tropical Malady,Apichatpong Weerasethakul,2004
815,Dominik Kamalzadeh,Der Standard,Austria,The Death of Mr Lazarescu,Cristi Puiu,2005
816,Dominik Kamalzadeh,Der Standard,Austria,Phoenix,Christian Petzold,2014
817,Dominik Kamalzadeh,Der Standard,Austria,Platform,Jia Zhangke,2000
818,Dominik Kamalzadeh,Der Standard,Austria,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Jonas Mekas,2000
819,Dominik Kamalzadeh,Der Standard,Austria,Secret Sunshine,Lee Chang-dong,2007
820,Dave Karger,Freelance,US,Lost in Translation,Sofia Coppola,2003
821,Dave Karger,Freelance,US,Silver Linings Playbook,David O. Russell,2012
822,Dave Karger,Freelance,US,Brooklyn,John Crowley,2015
823,Dave Karger,Freelance,US,Michael Clayton,Tony Gilroy,2007
824,Dave Karger,Freelance,US,Blue Valentine,Derek Cianfrance,2010
825,Dave Karger,Freelance,US,Amélie,Jean-Pierre Jeunet,2001
826,Dave Karger,Freelance,US,The Artist,Michel Hazanavicius,2011
827,Dave Karger,Freelance,US,The King’s Speech,Tom Hooper,2010
828,Dave Karger,Freelance,US,Vera Drake,Mike Leigh,2004
829,Dave Karger,Freelance,US,Wild,Jean-Marc Vallée,2014
830,Butheina Kazim,Cinema Akil,UAE,Theeb,Naji Abou Nowar,2014
831,Butheina Kazim,Cinema Akil,UAE,A Time for Drunken Horses,Bahman Ghobadi,2000
832,Butheina Kazim,Cinema Akil,UAE,Oldboy,Park Chan-wook,2003
833,Butheina Kazim,Cinema Akil,UAE,Wild Tales,Damián Szifrón,2014
834,Butheina Kazim,Cinema Akil,UAE,Man on Wire,James Marsch,2008
835,Butheina Kazim,Cinema Akil,UAE,Only Lovers Left Alive,Jim Jarmusch,2013
836,Butheina Kazim,Cinema Akil,UAE,Kill Bill: Vol. 1,Quentin Tarantino,2003
837,Butheina Kazim,Cinema Akil,UAE,The Royal Tenenbaums,Wes Anderson,2001
838,Butheina Kazim,Cinema Akil,UAE,Days of Glory,Rachid Bouchareb,2006
839,Butheina Kazim,Cinema Akil,UAE,City of God,Fernando Meirelles and Kátia Lund,2002
840,Glenn Kenny,Freelance,US,Hard to Be a God,Aleksey German,2013
841,Glenn Kenny,Freelance,US,Cosmos,Andrzej Zulawski,2015
842,Glenn Kenny,Freelance,US,Inside Llewyn Davis,Joel and Ethan Coen,2013
843,Glenn Kenny,Freelance,US,Carlos,Olivier Assayas,2010
844,Glenn Kenny,Freelance,US,Che,Steven Soderbergh,2008
845,Glenn Kenny,Freelance,US,The Master,Paul Thomas Anderson,2012
846,Glenn Kenny,Freelance,US,There Will Be Blood,Paul Thomas Anderson,2007
847,Glenn Kenny,Freelance,US,The Intruder,Claire Denis,2004
848,Glenn Kenny,Freelance,US,Morvern Callar,Lynne Ramsay,2002
849,Glenn Kenny,Freelance,US,25th Hour,Spike Lee,2002
850,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,In the Mood for Love,Wong Kar-wai,2000
851,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,Dogville,Lars von Trier,2003
852,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,Ten,Abbas Kiarostami,2002
853,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,The White Ribbon,Michael Haneke,2009
854,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,The Circle,Jafar Panahi,2000
855,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,Bad Education,Pedro Almodóvar,2005
856,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,Rust and Bone,Jacques Audiard,2012
857,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,5x2,François Ozon,2004
858,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,Russian Ark,Aleksandr Sokurov,2002
859,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,Far From Heaven,Todd Haynes,2002
860,Uri Klein,Haaretz,Israel,The Last of the Unjust,Claude Lanzmann,2013
861,Uri Klein,Haaretz,Israel,Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011
862,Uri Klein,Haaretz,Israel,"4 Months, 3 Weeks &amp; 2 Days",Cristian Mungiu,2007
863,Uri Klein,Haaretz,Israel,"Police, Adjective",Corneliu Porumboiu,2009
864,Uri Klein,Haaretz,Israel,Far From Heaven,Todd Haynes,2002
865,Uri Klein,Haaretz,Israel,The Pianist,Roman Polanski,2002
866,Uri Klein,Haaretz,Israel,Winter Sleep,Nuri Bilge Ceylan,2014
867,Uri Klein,Haaretz,Israel,Brokeback Mountain,Ang Lee,2005
868,Uri Klein,Haaretz,Israel,A Separation,Asghar Farhadi,2011
869,Uri Klein,Haaretz,Israel,Goodbye to Language,Jean-Luc Godard,2014
870,Eric Kohn,IndieWire,US,Boyhood,Richard Linklater,2014
871,Eric Kohn,IndieWire,US,Holy Motors,Leos Carax,2012
872,Eric Kohn,IndieWire,US,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
873,Eric Kohn,IndieWire,US,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010
874,Eric Kohn,IndieWire,US,Enter the Void,Gaspar Noé,2009
875,Eric Kohn,IndieWire,US,Son of Saul,László Nemes,2015
876,Eric Kohn,IndieWire,US,Leviathan,Andrey Zvyagintsev,2014
877,Eric Kohn,IndieWire,US,The Act of Killing,Joshua Oppenheimer,2012
878,Eric Kohn,IndieWire,US,12 Years a Slave,Steve McQueen,2013
879,Eric Kohn,IndieWire,US,Idiocracy,Mike Judge,2006
880,Dan Kois,Slate,US,Spirited Away,Hayao Miyazaki,2001
881,Dan Kois,Slate,US,Yi Yi: A One and a Two,Edward Yang,2000
882,Dan Kois,Slate,US,Before Sunset,Richard Linklater,2004
883,Dan Kois,Slate,US,You Can Count On Me,Kenneth Lonergan,2000
884,Dan Kois,Slate,US,Inside Out,Pete Docter,2015
885,Dan Kois,Slate,US,Morvern Callar,Lynne Ramsay,2012
886,Dan Kois,Slate,US,Stories We Tell,Sarah Polley,2012
887,Dan Kois,Slate,US,Animal Kingdom,David Michôd,2010
888,Dan Kois,Slate,US,Attack the Block,Joe Cornish,2011
889,Dan Kois,Slate,US,Jackass 3D,Jeff Tremaine,2010
890,Michael Koresky,The Film Society of Lincoln Center,US,Mulholland Drive,David Lynch,2001
891,Michael Koresky,The Film Society of Lincoln Center,US,AI: Artificial Intelligence,Steven Spielberg,2001
892,Michael Koresky,The Film Society of Lincoln Center,US,The Tree of Life,Terrence Malick,2011
893,Michael Koresky,The Film Society of Lincoln Center,US,Syndromes and a Century,Apichatpong Weerasethakul,2006
894,Michael Koresky,The Film Society of Lincoln Center,US,What Time Is It There?,Tsai Ming-liang,2001
895,Michael Koresky,The Film Society of Lincoln Center,US,The Intruder,Claire Denis,2004
896,Michael Koresky,The Film Society of Lincoln Center,US,The Son,Jean-Pierre and Luc Dardenne,2002
897,Michael Koresky,The Film Society of Lincoln Center,US,Before Sunset,Richard Linklater,2004
898,Michael Koresky,The Film Society of Lincoln Center,US,The Headless Woman,Lucrecia Martel,2008
899,Michael Koresky,The Film Society of Lincoln Center,US,Femme Fatale,Brian De Palma,2002
900,Tomris Laffly,Freelance film critic,US,A Separation,Asghar Farhadi,2011
901,Tomris Laffly,Freelance film critic,US,Brooklyn,John Crowley,2015
902,Tomris Laffly,Freelance film critic,US,Inside Llewyn Davis,Joel and Ethan Coen,2013
903,Tomris Laffly,Freelance film critic,US,You Can Count On Me,Kenneth Lonergan,2000
904,Tomris Laffly,Freelance film critic,US,Vera Drake,Mike Leigh,2004
905,Tomris Laffly,Freelance film critic,US,Letters From Iwo Jima,Clint Eastwood,2006
906,Tomris Laffly,Freelance film critic,US,Nebraska,Alexander Payne,2013
907,Tomris Laffly,Freelance film critic,US,The Magdalene Sisters,Peter Mullan,2002
908,Tomris Laffly,Freelance film critic,US,Stories We Tell,Sarah Polley,2012
909,Tomris Laffly,Freelance film critic,US,Father of My Children,Mia Hansen-Løve,2009
910,Rebecca Laurence,BBC Culture,UK,The Lives of Others,Florian Henckel von Donnersmarck,2006
911,Rebecca Laurence,BBC Culture,UK,The Act of Killing,Joshua Oppenheimer,2012
912,Rebecca Laurence,BBC Culture,UK,Fish Tank,Andrea Arnold,2009
913,Rebecca Laurence,BBC Culture,UK,Good Night and Good Luck,George Clooney,2005
914,Rebecca Laurence,BBC Culture,UK,The White Ribbon,Michael Haneke,2009
915,Rebecca Laurence,BBC Culture,UK,The Consequences of Love,Paolo Sorrentino,2004
916,Rebecca Laurence,BBC Culture,UK,No Country For Old Men,Joel and Ethan Coen,2007
917,Rebecca Laurence,BBC Culture,UK,A Separation,Asghar Farhadi,2011
918,Rebecca Laurence,BBC Culture,UK,Ratatouille,Brad Bird and Jan Pinkava,2007
919,Rebecca Laurence,BBC Culture,UK,In the Mood for Love,Wong Kar-wai,2000
920,Richard Lawson,Vanity Fair,US,Children of Men,Alfonso Cuarón,2006
921,Richard Lawson,Vanity Fair,US,No Country For Old Men,Joel and Ethan Coen,2007
922,Richard Lawson,Vanity Fair,US,Before Sunset,Richard Linklater,2004
923,Richard Lawson,Vanity Fair,US,Summer Hours,Olivier Assayas,2008
924,Richard Lawson,Vanity Fair,US,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
925,Richard Lawson,Vanity Fair,US,Wet Hot American Summer,David Wain,2001
926,Richard Lawson,Vanity Fair,US,Cast Away,Robert Zemeckis,2000
927,Richard Lawson,Vanity Fair,US,Caché,Michael Haneke,2005
928,Richard Lawson,Vanity Fair,US,Traffic,Steven Soderbergh,2000
929,Richard Lawson,Vanity Fair,US,Weekend,Andrew Haigh,2011
930,Maggie Lee,Variety,Hong Kong,Yi Yi: A One and a Two,Edward Yang,2000
931,Maggie Lee,Variety,Hong Kong,Café Lumière,Hou Hsiao-hsien,2003
932,Maggie Lee,Variety,Hong Kong,"4 Months, 3 Weeks &amp; 2 Days",Cristian Mungiu,2007
933,Maggie Lee,Variety,Hong Kong,The White Ribbon,Michael Haneke,2009
934,Maggie Lee,Variety,Hong Kong,In the Mood for Love,Wong Kar-wai,2000
935,Maggie Lee,Variety,Hong Kong,Millennium Actress,Satoshi Kon,2001
936,Maggie Lee,Variety,Hong Kong,Spirited Away,Hayao Miyazaki,2001
937,Maggie Lee,Variety,Hong Kong,A Separation,Asghar Farhadi,2011
938,Maggie Lee,Variety,Hong Kong,35 Shots of Rum,Claire Denis,2008
939,Maggie Lee,Variety,Hong Kong,Toni Erdmann,Maren Ade,2016
940,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,The Grand Budapest Hotel,Wes Anderson,2014
941,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Brooklyn,John Crowley,2015
942,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Mad Max: Fury Road,George Miller,2015
943,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Pan's Labyrinth,Guillermo Del Toro,2006
944,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Hotel Rwanda,Terry George,2004
945,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Silver Linings Playbook,David O. Russell,2012
946,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Birdman,Alejandro González Iñárritu,2014
947,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Inception,Christopher Nolan,2010
948,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,The Curious Case of Benjamin Button,David Fincher,2008
949,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE,Inglourious Basterds,Quentin Tarantino,2009
950,Guy Lodge,Variety/The Observer,UK,Moulin Rouge!,Baz Luhrmann,2001
951,Guy Lodge,Variety/The Observer,UK,White Material,Claire Denis,2009
952,Guy Lodge,Variety/The Observer,UK,Birth,Jonathan Glazer,2004
953,Guy Lodge,Variety/The Observer,UK,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
954,Guy Lodge,Variety/The Observer,UK,Talk to Her,Pedro Almodóvar,2002
955,Guy Lodge,Variety/The Observer,UK,Wendy and Lucy,Kelly Reichardt,2008
956,Guy Lodge,Variety/The Observer,UK,Spirited Away,Hayao Miyazaki,2001
957,Guy Lodge,Variety/The Observer,UK,Gravity,Alfonso Cuarón,2013
958,Guy Lodge,Variety/The Observer,UK,Tabu,Miguel Gomes,2012
959,Guy Lodge,Variety/The Observer,UK,Weekend,Andrew Haigh,2011
960,Mario Naito López,Cuban Film Press Association,Cuba,In the Mood for Love,Wong Kar-wai,2000
961,Mario Naito López,Cuban Film Press Association,Cuba,"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003
962,Mario Naito López,Cuban Film Press Association,Cuba,A History of Violence,David Cronenberg,2005
963,Mario Naito López,Cuban Film Press Association,Cuba,Talk to Her,Pedro Almodóvar,2002
964,Mario Naito López,Cuban Film Press Association,Cuba,Carol,Todd Haynes,2015
965,Mario Naito López,Cuban Film Press Association,Cuba,Melancholia,Lars von Trier,2011
966,Mario Naito López,Cuban Film Press Association,Cuba,The White Ribbon,Michael Haneke,2009
